,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,YOB,Item_Outlet_Sales
3366,FDL03,19.25,Regular,0.045327376,Meat,198.211,OUT010,1998,Medium,Tier 3,Grocery Store,21,603.220442
3367,FDB46,12.5,Regular,0.093309811,Snack Foods,212.6244,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5017.688911
3368,FDO48,15,Regular,0.026882496,Baking Goods,222.6456,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3617.733075
3369,FDZ39,19.7,Regular,0.018052793,Meat,103.399,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1764.691067
3370,FDT02,12.5,Low Fat,0,Dairy,35.1874,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1515.620251
3371,FDC50,15.85,Low Fat,0.136384322,Canned,94.8094,OUT013,1987,High,Tier 3,Supermarket Type1,32,1832.930211
3372,FDP39,12.65,Low Fat,0.069411836,Meat,51.5324,OUT035,2004,Small,Tier 2,Supermarket Type1,15,877.0499547
3373,DRG15,6.13,Low Fat,0.077048493,Dairy,60.0536,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1043.35063
3374,FDP10,19,Low Fat,0.128611924,Snack Foods,104.1622,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1453.543307
3375,FDF53,12.5,Regular,0.083201696,Frozen Foods,181.8318,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4671.466438
3376,FDN34,15.6,Regular,0.045857055,Snack Foods,170.4132,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2833.074651
3377,FDK02,12.5,Low Fat,0.11245226,Canned,120.744,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1791.147104
3378,FDC23,18,Low Fat,0.017942517,Starchy Foods,176.3686,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3435.115238
3379,FDJ10,12.5,Regular,0.226744199,Snack Foods,140.2838,OUT019,1985,Small,Tier 1,Grocery Store,34,288.5902946
3380,FDE53,10.895,Low Fat,0.026875077,Frozen Foods,107.028,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1423.781545
3381,FDR25,17,Regular,0.139495548,Canned,266.5884,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4265.983687
3382,FDW50,13.1,Low Fat,0.075578048,Dairy,165.7158,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2575.812005
3383,FDS09,8.895,Regular,0.081214552,Snack Foods,51.4008,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,925.5053678
3384,FDW49,19.5,Low Fat,0.138175481,Canned,178.1002,OUT010,1998,Medium,Tier 3,Grocery Store,21,491.6811675
3385,FDU51,20.2,Regular,0.096513676,Meat,178.7028,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2672.539342
3386,FDF28,15.7,Regular,0.038018966,Frozen Foods,126.1046,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1604.621928
3387,NCY30,20.25,Low Fat,0.02605898,Household,179.6976,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2594.034943
3388,FDD44,8.05,Regular,0.078559463,Fruits and Vegetables,259.3646,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,5238.707706
3389,FDX09,9,Low Fat,0.065618346,Snack Foods,177.337,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3212.9322
3390,NCF30,17,Low Fat,0.126139002,Household,125.9362,OUT013,1987,High,Tier 3,Supermarket Type1,32,2329.17365
3391,FDZ50,12.5,Regular,0.138452448,Dairy,185.4608,OUT019,1985,Small,Tier 1,Grocery Store,34,665.9044663
3392,FDW37,19.2,Low Fat,0,Canned,89.2488,OUT013,1987,High,Tier 3,Supermarket Type1,32,1480.468387
3393,FDD11,12.85,Low Fat,0.030664334,Starchy Foods,254.404,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3709.408618
3394,DRH39,20.7,Low Fat,0.093067785,Dairy,75.567,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1159.8857
3395,FDA36,5.985,Low Fat,0.005675194,Baking Goods,184.1924,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2843.016891
3396,NCG43,20.2,Low Fat,0.07435487,Household,92.4462,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1720.85549
3397,FDF02,16.2,Low Fat,0.103453599,Canned,103.699,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1785.56289
3398,FDP57,12.5,Low Fat,0.052190155,Snack Foods,101.899,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2689.566797
3399,NCE42,21.1,Low Fat,0.010662263,Household,231.9958,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3056.708421
3400,NCR38,12.5,Low Fat,0.112968748,Household,252.8724,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5088.155313
3401,FDP03,12.5,Regular,0.10711317,Meat,125.1388,OUT019,1985,Small,Tier 1,Grocery Store,34,364.3164573
3402,FDO51,6.785,Regular,0.041974545,Meat,42.3112,OUT035,2004,Small,Tier 2,Supermarket Type1,15,890.2203765
3403,NCQ42,20.35,Low Fat,0.039268205,Household,128.4678,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1999.58645
3404,NCM41,16.5,Low Fat,0.035655991,Health and Hygiene,91.212,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1581.785833
3405,FDH48,12.5,Low Fat,0.06018748,Baking Goods,85.054,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2250.716887
3406,DRF60,10.8,Low Fat,0.052068722,Soft Drinks,236.4564,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3605.136959
3407,FDJ27,17.7,Regular,0.121852987,Meat,101.4674,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1618.392498
3408,FDQ14,9.27,Low Fat,0.061735873,Dairy,150.805,OUT013,1987,High,Tier 3,Supermarket Type1,32,1977.173957
3409,FDN27,20.85,Low Fat,0,Meat,118.5808,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1931.875749
3410,NCQ02,12.6,Low Fat,0.007456464,Household,188.6556,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2799.169535
3411,FDJ33,8.895,Regular,0.088459496,Snack Foods,124.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1952.7658
3412,FDP07,12.5,Low Fat,0.089466421,Fruits and Vegetables,196.011,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5247.062213
3413,DRE01,10.1,Low Fat,0.16741508,Soft Drinks,241.2512,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,4520.118778
3414,FDU36,6.15,Low Fat,0.046364789,Baking Goods,99.9384,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1523.808597
3415,FDL28,10,Regular,0.063531895,Frozen Foods,228.6668,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3705.998897
3416,NCX53,20.1,Low Fat,0.014937838,Health and Hygiene,141.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2441.739844
3417,FDZ39,19.7,Regular,0.018009769,Meat,103.699,OUT013,1987,High,Tier 3,Supermarket Type1,32,1570.646417
3418,NCP42,8.51,Low Fat,0.016097309,Household,195.3478,OUT013,1987,High,Tier 3,Supermarket Type1,32,3057.770402
3419,FDJ14,10.3,Regular,0.050061008,Canned,81.296,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1465.845014
3420,FDK04,7.36,Low Fat,0.052393366,Frozen Foods,55.3588,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,931.9911611
3421,NCC19,6.57,Low Fat,0.09742857,Household,194.582,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2847.950021
3422,FDS09,8.895,Regular,0.081418801,Snack Foods,51.7008,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,791.7312692
3423,FDZ02,6.905,Regular,0.038147426,Dairy,99.6726,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1438.839666
3424,FDD35,12.15,Low Fat,0.02596979,Starchy Foods,121.344,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1656.417786
3425,NCY42,6.38,Low Fat,0.015248338,Household,144.147,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2418.242505
3426,FDB05,5.155,Low Fat,0.08336707,Frozen Foods,246.9776,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,4538.257565
3427,FDF20,12.85,Low Fat,0.033213888,Fruits and Vegetables,195.2768,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3073.236849
3428,NCO41,12.5,Low Fat,0.018925644,Health and Hygiene,97.3384,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1477.921001
3429,FDC40,12.5,Regular,0.064748814,Dairy,79.4986,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2272.530711
3430,FDV58,20.85,Low Fat,0.121496273,Snack Foods,197.4452,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2657.027555
3431,FDZ57,10,Regular,0.037840894,Snack Foods,129.5994,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1529.384956
3432,DRM35,9.695,Low Fat,0.070444556,Hard Drinks,179.4344,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2887.305793
3433,DRN36,15.2,Low Fat,0.050382246,Soft Drinks,94.2752,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1355.975682
3434,FDQ13,11.1,Low Fat,0.010641608,Canned,84.0908,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1341.134646
3435,DRO35,13.85,Low Fat,0.05786369,Hard Drinks,115.4492,OUT010,1998,Medium,Tier 3,Grocery Store,21,243.203769
3436,NCD43,8.85,Low Fat,0,Household,104.3964,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1975.188213
3437,FDA51,8.05,Regular,0.165350432,Dairy,114.2518,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1641.200351
3438,NCX17,12.5,Low Fat,0.113053302,Health and Hygiene,232.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5079.274911
3439,NCZ17,12.15,Low Fat,0.079555138,Health and Hygiene,39.4506,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,804.3454879
3440,FDR11,12.5,Regular,0.141847977,Breads,159.6578,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3834.126154
3441,FDW34,9.6,Low Fat,0.035634451,Snack Foods,242.917,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,4126.110553
3442,FDN50,16.85,Regular,0.026669833,Canned,92.712,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1425.224737
3443,FDS09,8.895,Regular,0.081088481,Snack Foods,50.2008,OUT046,1997,Small,Tier 1,Supermarket Type1,22,974.2781633
3444,FDS48,15.15,Low Fat,0.027892415,Baking Goods,150.9708,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2269.417267
3445,FDL44,18.25,Low Fat,0.012294203,Fruits and Vegetables,162.8894,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3090.28805
3446,DRF48,5.73,Low Fat,0.052012483,Soft Drinks,187.5898,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2540.445475
3447,FDA14,16.1,Low Fat,0,Dairy,147.876,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1881.333483
3448,NCD30,19.7,Low Fat,0.026891006,Household,96.5726,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1592.585309
3449,FDI16,14,Regular,0.136543704,Frozen Foods,51.564,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,886.0983549
3450,NCG06,16.35,Low Fat,0.029439793,Household,258.5646,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3800.968943
3451,DRZ24,7.535,Low Fat,0.081772054,Soft Drinks,120.444,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2219.344615
3452,NCS17,18.6,Low Fat,0.080664702,Health and Hygiene,95.0436,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1368.452094
3453,FDB37,20.25,Regular,0.02298735,Baking Goods,241.1538,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,4269.822157
3454,FDE10,6.67,Regular,0.089931111,Snack Foods,130.0626,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1937.475557
3455,FDC57,20.1,Regular,0.05470525,Fruits and Vegetables,191.682,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3337.357886
3456,FDM12,16.7,Regular,0.070201806,Baking Goods,187.9214,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2848.014136
3457,FDE24,14.85,Low Fat,0.093607933,Baking Goods,140.4812,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2136.761657
3458,FDW22,9.695,Regular,0.030351816,Snack Foods,219.7114,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3655.724975
3459,DRD01,12.5,Regular,0.06087929,Soft Drinks,53.3614,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1788.650589
3460,NCZ18,12.5,Low Fat,0.18516682,Household,253.8698,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5035.347162
3461,FDN49,17.25,Regular,0.125478425,Breakfast,40.948,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,682.8326672
3462,FDR22,19.35,Regular,0.018559094,Snack Foods,113.1544,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2219.841524
3463,FDV08,12.5,Low Fat,0,Fruits and Vegetables,43.6454,OUT019,1985,Small,Tier 1,Grocery Store,34,176.6182287
3464,FDY39,5.305,Regular,0.047028693,Meat,185.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3563.387932
3465,FDV36,18.7,Low Fat,0.026342897,Baking Goods,125.702,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2477.785307
3466,FDO60,20,Low Fat,0.03443923,Baking Goods,45.1086,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,689.2127693
3467,FDU04,12.5,Low Fat,0.005521567,Frozen Foods,122.3414,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2809.790209
3468,FDR20,12.5,Regular,0.027987562,Fruits and Vegetables,46.7744,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1811.612698
3469,FDW19,12.5,Regular,0.067409268,Fruits and Vegetables,110.457,OUT019,1985,Small,Tier 1,Grocery Store,34,293.3220161
3470,FDU40,20.85,Low Fat,0.037462127,Frozen Foods,194.2478,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2737.861475
3471,FDK15,10.8,Low Fat,0.098613411,Meat,97.6042,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1525.875547
3472,DRF15,18.35,Low Fat,0.03320771,Dairy,151.834,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2436.397806
3473,FDQ25,8.63,Regular,0.028436636,Canned,173.6422,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2831.198794
3474,FDI48,12.5,Regular,0.097555725,Baking Goods,52.7666,OUT019,1985,Small,Tier 1,Grocery Store,34,204.582464
3475,FDS49,9,Low Fat,0.079345519,Canned,77.0644,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1428.181003
3476,FDV22,14.85,Regular,0.009938784,Snack Foods,157.863,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2748.531722
3477,NCV42,6.26,Low Fat,0.031421979,Household,109.3228,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1809.622737
3478,FDX26,17.7,Low Fat,0.087808521,Dairy,184.3292,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2994.581044
3479,FDI33,16.5,Low Fat,0.028534583,Snack Foods,89.8146,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1426.596554
3480,FDZ14,7.71,Regular,0.047662684,Dairy,121.0756,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1875.717595
3481,FDG10,6.63,Regular,0.010930195,Snack Foods,56.3588,OUT013,1987,High,Tier 3,Supermarket Type1,32,735.4410414
3482,FDM38,5.885,Regular,0.09314922,Canned,50.7982,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,849.1635392
3483,FDG26,12.5,Low Fat,0.042443319,Canned,256.033,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5513.555032
3484,FDH46,6.935,Regular,0.04127448,Snack Foods,101.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1715.4255
3485,FDN13,18.6,Low Fat,0.152677702,Breakfast,99.9358,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1395.618002
3486,FDU57,8.27,Regular,0.089537252,Snack Foods,149.7708,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2704.932808
3487,NCI06,11.3,Low Fat,0.04771769,Household,179.666,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2998.686593
3488,FDM38,5.885,Regular,0.092959451,Canned,52.6982,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1044.863263
3489,NCG42,19.2,Low Fat,0.069006936,Household,128.931,OUT010,1998,Medium,Tier 3,Grocery Store,21,291.4647612
3490,FDL39,16.1,Regular,0.063459792,Dairy,180.0318,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2824.654404
3491,FDT31,12.5,Low Fat,0.021795357,Fruits and Vegetables,190.9872,OUT019,1985,Small,Tier 1,Grocery Store,34,515.9897775
3492,FDV59,13.35,Low Fat,0.047987076,Breads,217.0166,OUT013,1987,High,Tier 3,Supermarket Type1,32,3554.49154
3493,FDB49,8.3,Regular,0.03014565,Baking Goods,100.5384,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1778.065826
3494,FDD58,7.76,Low Fat,0.059444518,Snack Foods,101.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1699.116801
3495,DRN59,15,Low Fat,0.064141622,Hard Drinks,45.306,OUT046,1997,Small,Tier 1,Supermarket Type1,22,843.0721823
3496,FDX48,17.75,Regular,0.037946799,Baking Goods,153.3656,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2318.041694
3497,FDQ11,5.695,Regular,0.067806182,Breads,255.1988,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3769.887228
3498,FDY12,9.8,Regular,0.140829653,Baking Goods,52.5008,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,990.283874
3499,FDQ11,5.695,Regular,0.067838225,Breads,256.4988,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,4100.398203
3500,DRI11,8.26,Low Fat,0.034598891,Hard Drinks,115.9834,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1973.979779
3501,FDY32,12.5,Low Fat,0.128615187,Fruits and Vegetables,163.221,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4016.86865
3502,FDS51,13.35,Low Fat,0.032245757,Meat,60.5194,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,911.9399818
3503,FDR19,13.5,Regular,0.267339659,Fruits and Vegetables,144.2102,OUT010,1998,Medium,Tier 3,Grocery Store,21,373.931899
3504,DRB13,6.115,Regular,0.007073035,Soft Drinks,189.753,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3113.38438
3505,FDS21,19.85,Regular,0.020872204,Snack Foods,62.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1153.568407
3506,FDQ40,11.1,Regular,0.036100589,Frozen Foods,176.0712,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2861.881633
3507,NCE55,8.92,Low Fat,0.129820371,Household,176.137,OUT013,1987,High,Tier 3,Supermarket Type1,32,3093.260498
3508,FDX43,12.5,Low Fat,0.08486204,Fruits and Vegetables,165.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4206.642807
3509,FDS12,9.1,Low Fat,0.174389257,Baking Goods,125.7362,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2264.399529
3510,DRK01,12.5,Low Fat,0.0607686,Soft Drinks,94.6436,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2450.216021
3511,FDN25,7.895,Regular,0.061521569,Breakfast,55.3588,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,793.081931
3512,FDB60,9.3,Low Fat,0.028522089,Baking Goods,195.0136,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3476.086342
3513,FDQ13,11.1,Low Fat,0.010701801,Canned,83.5908,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1335.273191
3514,DRK13,11.8,Low Fat,0.115401142,Soft Drinks,196.8084,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3443.641414
3515,DRF25,9,Low Fat,0.039083816,Soft Drinks,35.419,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,536.8306195
3516,NCD42,12.5,Low Fat,0.022127237,Health and Hygiene,39.2506,OUT019,1985,Small,Tier 1,Grocery Store,34,150.5067511
3517,FDW25,5.175,Low Fat,0.037474799,Canned,84.7224,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1430.753977
3518,NCV29,12.5,Low Fat,0.02273288,Health and Hygiene,179.4686,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4479.945228
3519,NCK42,7.475,Low Fat,0.013117547,Household,214.3192,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3248.265844
3520,DRJ13,12.5,Low Fat,0.062585755,Soft Drinks,158.4578,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3948.43556
3521,DRD15,10.6,Low Fat,0.057117184,Dairy,232.4642,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3297.164085
3522,FDM27,12.35,Regular,0.158790733,Meat,156.3946,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2510.632053
3523,FDZ50,12.8,Regular,0.079398454,Dairy,184.5608,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2688.341174
3524,FDC04,15.6,Low Fat,0.044985646,Dairy,242.4854,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3504.720575
3525,FDF50,4.905,Low Fat,0,Canned,195.9768,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3007.313669
3526,FDP15,15.2,Low Fat,0.084112804,Meat,257.733,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3975.901389
3527,FDK46,9.6,Low Fat,0.051457663,Snack Foods,258.962,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4175.174389
3528,FDZ56,16.25,Low Fat,0.025841822,Fruits and Vegetables,168.9474,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2270.441682
3529,FDY60,10.5,Regular,0,Baking Goods,143.5128,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2103.56508
3530,FDB10,10,Low Fat,0.067195414,Snack Foods,236.859,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4178.05664
3531,FDR57,5.675,Regular,0.023544619,Snack Foods,155.5288,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2119.962673
3532,FDU58,6.61,Regular,0.029056831,Snack Foods,186.9898,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3324.687525
3533,FDH02,7.27,Regular,0.020781144,Canned,88.7488,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1377.831269
3534,FDP48,7.52,Regular,0.043986578,Baking Goods,182.295,OUT013,1987,High,Tier 3,Supermarket Type1,32,2943.600267
3535,FDI46,9.5,Low Fat,0.07433121,Snack Foods,251.9724,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3981.115153
3536,FDW56,7.68,Low Fat,0.070841281,Fruits and Vegetables,193.1162,OUT013,1987,High,Tier 3,Supermarket Type1,32,3379.574869
3537,NCM19,12.65,Low Fat,0,Others,111.8202,OUT010,1998,Medium,Tier 3,Grocery Store,21,257.2005596
3538,FDS50,12.5,Low Fat,0.055164938,Dairy,221.2114,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5147.05341
3539,FDK24,9.195,Low Fat,0.10121065,Baking Goods,44.4744,OUT013,1987,High,Tier 3,Supermarket Type1,32,910.3269485
3540,FDO36,19.7,Low Fat,0.078354554,Baking Goods,180.566,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3225.480076
3541,FDK45,12.5,Low Fat,0.033694227,Seafood,114.786,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2562.718294
3542,NCL05,19.6,Low Fat,0,Health and Hygiene,44.377,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,892.3663276
3543,FDL32,15.7,Regular,0.122965811,Fruits and Vegetables,113.2544,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1521.658627
3544,FDA28,16.1,Regular,0.047876203,Frozen Foods,126.0362,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2037.945456
3545,FDY36,12.3,Low Fat,0.009448862,Baking Goods,74.538,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1001.554284
3546,FDP32,6.65,Low Fat,0.088026614,Fruits and Vegetables,127.2678,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1902.468925
3547,FDL50,12.15,Regular,0.042313078,Canned,123.2046,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1793.610292
3548,DRC24,17.85,Low Fat,0.024859869,Soft Drinks,151.7998,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2581.832857
3549,NCS18,12.65,Low Fat,0.042449883,Household,107.3938,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2048.743867
3550,FDD16,20.5,Low Fat,0.036558726,Frozen Foods,75.3696,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1325.698622
3551,NCV18,6.775,Low Fat,0.105158282,Household,84.925,OUT013,1987,High,Tier 3,Supermarket Type1,32,1851.270906
3552,FDX07,19.2,Regular,0.022918812,Fruits and Vegetables,183.995,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2869.28355
3553,NCZ05,12.5,Low Fat,0.057850699,Health and Hygiene,104.299,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2761.682232
3554,NCI31,20,Low Fat,0.08125948,Others,36.819,OUT013,1987,High,Tier 3,Supermarket Type1,32,751.1432951
3555,FDK14,6.98,Low Fat,0.041169697,Canned,83.2934,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1221.672848
3556,NCR06,12.5,Low Fat,0.006778869,Household,42.9112,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,766.9820423
3557,NCF54,18,Low Fat,0.047450712,Household,173.2422,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3159.130705
3558,DRG23,8.88,Low Fat,0.145253944,Hard Drinks,150.6682,OUT010,1998,Medium,Tier 3,Grocery Store,21,487.3945341
3559,FDD53,16.2,Low Fat,0.044222497,Frozen Foods,43.5454,OUT046,1997,Small,Tier 1,Supermarket Type1,22,685.3259209
3560,NCM31,12.5,Low Fat,0.080803421,Others,140.1154,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3066.077537
3561,FDT16,9.895,Regular,0.048937612,Frozen Foods,261.6278,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4656.32083
3562,FDR40,9.1,Regular,0.008032868,Frozen Foods,79.1618,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1273.365977
3563,DRG25,10.5,Low Fat,0.019157444,Soft Drinks,184.524,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3174.043583
3564,FDT10,16.7,Regular,0.062032774,Snack Foods,60.6562,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1185.494082
3565,FDY32,7.605,Low Fat,0.129133491,Fruits and Vegetables,163.721,OUT013,1987,High,Tier 3,Supermarket Type1,32,3049.378859
3566,FDN50,16.85,Regular,0.026514812,Canned,93.312,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1718.241447
3567,FDZ35,12.5,Regular,0.039006737,Breads,104.599,OUT019,1985,Small,Tier 1,Grocery Store,34,278.898741
