Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCJ05,OUT018,2590.081099
FDF59,OUT046,1895.018185
NCO05,OUT035,2131.997796
FDW24,OUT018,818.0705971
NCX42,OUT018,2741.469577
NCA53,OUT035,1703.295155
FDI45,OUT019,4529.607817
FDG46,OUT046,1809.890639
FDM20,OUT010,4355.774967
FDW11,OUT010,1020.740568
FDX08,OUT035,2667.262449
NCK17,OUT035,141.5739173
FDK32,OUT018,2567.54928
NCA42,OUT035,2740.364046
DRI01,OUT035,2951.309346
NCL55,OUT049,3483.26975
DRE25,OUT018,230.2852878
FDD14,OUT017,4728.447532
FDB10,OUT046,567.9389004
DRN11,OUT035,2257.922423
FDP38,OUT018,767.2953943
NCA30,OUT017,3145.810585
FDT15,OUT017,3057.486414
NCP55,OUT018,846.9413581
FDF12,OUT035,2410.108712
FDM21,OUT018,3341.525085
FDX56,OUT035,3805.526897
FDF10,OUT017,2966.758173
FDT32,OUT045,3177.055012
FDM51,OUT018,297.5135568
NCR50,OUT018,2333.152427
FDI19,OUT049,3775.326417
FDX21,OUT017,1554.724569
FDR31,OUT035,321.9198473
FDY02,OUT013,4342.568401
NCA29,OUT045,4415.471443
NCX17,OUT046,3053.05631
FDM12,OUT045,2463.2942
FDI53,OUT027,2225.172262
NCU30,OUT049,2860.842866
FDC56,OUT027,1930.104947
FDK27,OUT018,1871.889087
NCK18,OUT017,2992.822421
FDB52,OUT019,537.6954497
DRG25,OUT027,3020.026098
FDZ13,OUT049,963.6227243
FDB57,OUT019,3346.832706
FDR40,OUT046,1350.989586
NCO14,OUT019,165.5257798
NCN19,OUT045,3072.059336
FDQ28,OUT019,2584.556079
FDO13,OUT018,4121.362415
FDK48,OUT013,1155.24457
FDU07,OUT018,3862.93118
FDW20,OUT046,1783.949446
FDV12,OUT010,1913.084375
FDH24,OUT013,2394.62331
FDV59,OUT049,3765.731125
FDK57,OUT045,1798.217913
FDL16,OUT027,1596.74961
NCQ17,OUT046,2389.815933
FDJ15,OUT018,2711.091135
FDX24,OUT049,1273.484627
FDT47,OUT046,1709.019319
FDT10,OUT049,924.7111948
FDZ37,OUT018,1587.830316
FDW43,OUT027,5572.756874
DRN36,OUT017,1776.109181
FDJ14,OUT045,1325.643274
FDA32,OUT013,3347.877046
FDJ38,OUT019,3080.347178
FDQ57,OUT017,2114.434234
NCQ41,OUT019,680.7163744
FDG56,OUT049,977.0418528
DRC13,OUT027,1893.840306
FDV55,OUT035,2452.835099
FDQ49,OUT045,2609.471787
FDE29,OUT010,1223.109942
FDR03,OUT013,5258.725336
FDD45,OUT049,263.7253953
FDN38,OUT010,4179.803733
FDT56,OUT046,836.7378994
FDT48,OUT045,3517.961948
FDU03,OUT049,3268.520836
FDC56,OUT010,1930.104947
NCO43,OUT027,309.9762843
FDQ27,OUT017,1930.94527
FDR03,OUT046,5258.725336
DRH23,OUT010,2000.506165
FDG22,OUT045,676.9962027
NCJ42,OUT013,1385.233322
FDR24,OUT046,1318.322878
FDW60,OUT035,2706.398537
FDJ08,OUT013,4893.788952
DRL59,OUT018,806.7869025
FDG60,OUT010,3546.147222
FDW27,OUT017,2478.12464
FDX14,OUT018,1340.434402
FDC20,OUT013,184.2255019
NCS29,OUT018,3447.239514
FDJ56,OUT046,1923.775967
FDB20,OUT019,240.6348377
FDL28,OUT027,5360.791291
FDW01,OUT018,2017.75155
FDL03,OUT046,3279.048398
FDX22,OUT049,516.8037178
FDJ21,OUT035,2947.663195
FDR31,OUT045,321.9198473
FDG21,OUT035,3165.983409
FDS22,OUT027,699.3202203
FDK08,OUT035,1544.866989
FDE17,OUT018,343.8306254
NCN30,OUT017,1459.2531
FDT50,OUT046,252.371206
NCX42,OUT049,2741.469577
FDJ12,OUT035,4948.987428
NCA18,OUT027,1713.013237
FDP23,OUT019,575.4402146
FDX12,OUT013,2932.37491
FDN40,OUT018,2493.196779
FDV48,OUT035,1365.703144
NCY54,OUT013,2356.181636
FDL16,OUT010,1596.74961
FDR45,OUT018,4051.74742
FDJ52,OUT046,2478.943642
DRG01,OUT017,1397.78473
FDP52,OUT013,3941.625767
FDU58,OUT017,3068.365345
FDL02,OUT045,2222.477203
FDG28,OUT013,3717.501847
FDA19,OUT035,1790.707874
FDW46,OUT027,2042.337591
NCD43,OUT049,2475.93491
DRG39,OUT013,796.2852751
NCF55,OUT049,716.2180996
FDJ07,OUT046,1699.388742
FDE08,OUT046,2355.219265
FDP56,OUT019,850.6866994
FDT45,OUT045,906.6182515
FDF17,OUT018,5108.849408
FDX44,OUT046,1240.681176
FDM28,OUT027,2767.964403
FDI36,OUT049,2906.879806
FDS07,OUT045,3120.585007
FDD36,OUT045,2020.4332
FDW11,OUT046,1020.740568
FDN40,OUT049,2493.196779
NCQ18,OUT049,1849.607952
NCQ54,OUT017,3279.129586
NCS42,OUT045,1463.435413
DRH39,OUT010,198.6606594
FDC09,OUT027,1807.702317
FDT08,OUT010,347.9537082
FDC08,OUT035,3940.057098
FDT20,OUT017,150.6717872
FDS35,OUT035,1058.653476
FDX58,OUT018,3285.548449
FDW58,OUT046,1765.267183
DRD27,OUT046,1354.174902
FDH32,OUT019,254.6208152
FDS26,OUT035,3967.649749
FDQ31,OUT046,1431.072427
FDP11,OUT018,3518.014649
FDD58,OUT017,2746.347014
FDM33,OUT045,5092.318697
FDZ16,OUT049,3581.076366
NCS29,OUT010,3447.239514
NCM18,OUT019,901.3726966
FDP11,OUT049,3518.014649
NCC42,OUT017,3210.653204
DRM23,OUT046,2548.48436
NCN55,OUT027,715.0957006
FDK46,OUT013,4335.776306
FDR01,OUT046,3465.66496
NCA05,OUT045,1660.594112
NCP43,OUT017,4172.994376
FDR12,OUT010,2969.988924
FDQ01,OUT013,3521.331047
FDM13,OUT046,2861.83508
FDQ19,OUT017,3898.238419
FDK56,OUT019,3157.754406
NCX06,OUT010,3323.030293
FDO56,OUT027,1993.666735
FDU45,OUT045,2231.472356
FDI16,OUT019,181.3154573
FDL32,OUT046,2120.351977
FDA07,OUT046,2562.407338
FDA14,OUT045,2163.817273
FDV46,OUT027,2075.405196
NCO07,OUT035,3750.041115
NCP41,OUT046,1706.19151
FDY60,OUT018,1691.164578
FDN38,OUT017,4179.803733
FDO15,OUT046,190.1855337
FDT60,OUT013,2942.369549
FDA55,OUT035,4558.035668
FDE02,OUT010,1755.806447
DRJ39,OUT049,4295.776078
FDV34,OUT035,1364.910713
FDS20,OUT027,3203.19505
FDF02,OUT027,1766.520463
FDW40,OUT017,2338.703497
NCB43,OUT046,2836.469979
FDR58,OUT017,1513.448918
DRJ59,OUT035,593.1919128
NCD30,OUT017,1458.078087
FDE14,OUT017,2663.035549
FDC28,OUT018,239.3909948
FDU16,OUT018,1337.249594
NCD19,OUT035,1869.851432
FDU21,OUT046,124.3199432
FDV59,OUT027,3765.731125
FDU03,OUT045,3268.520836
FDC33,OUT010,600.5383279
NCR42,OUT035,141.346928
DRH59,OUT035,1049.156947
NCM31,OUT035,2233.650707
FDS50,OUT035,4046.673516
FDP39,OUT046,896.8202085
FDQ55,OUT013,2073.586391
FDV36,OUT019,320.2398517
FDI05,OUT027,1144.0474
FDS45,OUT027,1886.255249
FDA39,OUT045,748.2226867
FDC37,OUT010,2528.409448
FDJ60,OUT027,4266.667253
DRQ35,OUT046,2213.65506
NCJ06,OUT046,2191.791131
NCY42,OUT018,2943.096614
DRM37,OUT049,3872.762026
FDR14,OUT045,180.5242872
FDE51,OUT049,730.0170394
FDT33,OUT017,2598.839535
FDR08,OUT013,1676.031555
FDE36,OUT010,511.6806486
FDL22,OUT019,310.2630679
FDR44,OUT013,2145.20221
FDI56,OUT019,1496.98768
FDE47,OUT010,1926.833454
FDV27,OUT010,2442.438114
FDV10,OUT049,829.587803
FDC40,OUT045,1192.741586
NCX41,OUT013,3662.880377
NCQ38,OUT027,1648.065336
FDV12,OUT027,1913.084375
FDE52,OUT017,1322.417758
FDG20,OUT027,2440.574803
FDV16,OUT027,1499.434905
FDI32,OUT017,2434.919332
FDJ32,OUT049,1052.311146
FDN39,OUT018,2760.323731
FDY34,OUT017,2936.327651
FDC14,OUT035,563.9288773
FDA55,OUT017,4558.035668
FDZ50,OUT010,3169.920072
DRG13,OUT049,2396.132472
FDP01,OUT013,2252.422309
NCG54,OUT017,3142.885799
FDM13,OUT045,2861.83508
NCO18,OUT027,2518.788773
NCW41,OUT013,422.3933239
FDM52,OUT027,3703.061283
NCF55,OUT035,716.2180996
FDT09,OUT046,1951.694221
NCM19,OUT035,1941.815883
FDW12,OUT018,2624.366847
FDP15,OUT019,3887.255977
FDK36,OUT045,765.7806107
FDZ25,OUT035,3115.500076
NCW06,OUT049,3223.418527
FDW60,OUT046,2706.398537
DRC49,OUT013,2094.083797
NCT17,OUT035,2519.691926
NCN06,OUT018,2427.729396
FDC45,OUT013,2766.421011
DRJ47,OUT019,2965.654568
NCF06,OUT045,3045.242896
FDE21,OUT010,2146.3871
DRG27,OUT013,727.3786089
FDW40,OUT049,2338.703497
NCO53,OUT046,2935.245379
FDE23,OUT049,835.4818054
FDQ16,OUT046,2647.602068
FDS26,OUT045,3967.649749
FDZ13,OUT010,963.6227243
FDS14,OUT049,2169.433745
FDC10,OUT045,1547.877557
FDY16,OUT049,2949.821605
FDJ20,OUT035,1875.569873
FDV43,OUT035,173.6200956
FDZ32,OUT027,2610.697925
FDR23,OUT046,2794.555716
FDN24,OUT035,1012.162337
FDE34,OUT027,514.1726949
FDU31,OUT013,5103.222044
FDW33,OUT018,272.8528652
FDU26,OUT046,1715.284655
FDE20,OUT027,4461.643051
NCW05,OUT035,2688.26231
FDB22,OUT018,2441.312892
FDO56,OUT046,1993.666735
FDA19,OUT027,1790.707874
DRI39,OUT045,890.4036546
FDH52,OUT018,161.290767
FDZ50,OUT035,3169.920072
NCN42,OUT035,2723.696227
FDB53,OUT013,2920.280009
DRG11,OUT017,1833.928783
DRK11,OUT027,3617.850892
FDQ60,OUT017,1912.017308
FDT36,OUT017,692.8660513
DRG25,OUT018,3020.026098
DRJ23,OUT046,3025.592445
FDG05,OUT035,2429.859492
NCK06,OUT018,1886.263075
FDU52,OUT017,2610.202489
FDW07,OUT018,1277.357673
NCM17,OUT045,798.9462279
FDA22,OUT045,2862.85575
NCA41,OUT018,2785.623225
FDF38,OUT035,638.3424566
FDH52,OUT046,161.290767
FDY58,OUT019,5512.654541
FDZ16,OUT045,3581.076366
NCM18,OUT017,901.3726966
FDA22,OUT018,2862.85575
NCJ43,OUT035,2928.366041
FDI34,OUT027,3511.866785
FDG56,OUT046,977.0418528
FDS34,OUT046,1613.277914
DRC01,OUT035,181.6965084
FDQ04,OUT035,1517.267878
FDK04,OUT035,906.5032169
FDT51,OUT049,1809.945512
FDV26,OUT017,3400.280389
FDS04,OUT049,1988.864109
FDW43,OUT018,5572.756874
FDQ28,OUT010,2584.556079
NCK06,OUT017,1886.263075
FDS23,OUT018,2060.058399
FDZ36,OUT019,3378.535115
FDE56,OUT018,802.0248879
FDW10,OUT027,447.7627897
NCN14,OUT045,2821.743608
NCQ18,OUT045,1849.607952
FDW08,OUT017,1566.832734
FDU43,OUT035,4096.283553
FDR33,OUT010,2954.16985
FDM24,OUT010,2497.392931
NCZ05,OUT046,1783.1407
NCV41,OUT035,2041.17019
FDV11,OUT018,2595.205146
NCY05,OUT035,141.332875
FDV44,OUT018,4644.066145
FDW32,OUT049,1292.17338
NCU18,OUT027,2474.840607
NCC43,OUT035,5157.413838
FDW19,OUT013,1811.133809
FDN31,OUT035,2775.920312
FDI48,OUT045,760.3801366
FDS24,OUT017,2420.71433
FDF46,OUT049,1912.775479
DRG23,OUT017,2089.859377
FDG14,OUT018,2844.079785
NCY30,OUT049,2981.62836
FDO28,OUT018,1623.000831
DRD24,OUT035,1849.619164
FDI33,OUT049,1494.967963
FDN32,OUT046,521.9141071
FDR16,OUT045,3329.268488
FDF26,OUT046,2491.468681
NCN29,OUT018,691.6557991
FDE20,OUT045,4461.643051
FDA46,OUT046,460.8209583
FDU28,OUT045,3081.386628
FDQ48,OUT045,1851.410241
FDV36,OUT013,320.2398517
FDR14,OUT018,180.5242872
FDP23,OUT017,575.4402146
FDP56,OUT013,850.6866994
FDK48,OUT010,1155.24457
FDR48,OUT046,2480.11541
NCY29,OUT049,939.9139627
FDM22,OUT018,946.0973167
DRJ01,OUT013,2546.985908
FDZ43,OUT045,4480.529024
FDV03,OUT035,2945.267555
FDX11,OUT027,4608.365752
NCA41,OUT027,2785.623225
FDE38,OUT017,2807.687981
FDI27,OUT018,779.8321957
FDN32,OUT013,521.9141071
NCN43,OUT017,1662.658869
FDB47,OUT027,2500.187989
FDV03,OUT017,2945.267555
NCN30,OUT045,1459.2531
NCV54,OUT010,270.0464253
FDV07,OUT013,1419.855022
FDP07,OUT049,505.5667138
FDK48,OUT018,1155.24457
FDM15,OUT019,386.3164243
FDY19,OUT027,246.7593507
FDK46,OUT046,4335.776306
FDY11,OUT045,1203.267839
FDH09,OUT046,822.5370646
FDO08,OUT027,4240.218081
FDU14,OUT013,3828.05708
FDD22,OUT027,1809.807222
FDM27,OUT017,2608.431725
FDL02,OUT027,2222.477203
NCA17,OUT035,3591.291634
FDE38,OUT019,2807.687981
NCG07,OUT049,3604.64371
DRC27,OUT013,3902.239565
FDA27,OUT035,3294.937525
FDW40,OUT045,2338.703497
DRI11,OUT013,2147.810828
FDN50,OUT046,1451.105763
FDR12,OUT046,2969.988924
FDT34,OUT027,3002.676637
FDW11,OUT035,1020.740568
NCO30,OUT027,461.5152914
FDZ34,OUT017,2711.203201
FDU45,OUT017,2231.472356
NCD42,OUT035,762.1231484
FDX25,OUT045,3069.292844
NCR29,OUT046,830.8872068
FDX43,OUT019,2586.692921
FDB04,OUT010,192.1218631
FDR49,OUT027,769.775764
FDS39,OUT018,2179.819965
FDW58,OUT045,1765.267183
FDG22,OUT019,676.9962027
FDG31,OUT017,1178.959299
NCV53,OUT027,4978.191084
DRJ37,OUT035,2364.25964
FDV07,OUT035,1419.855022
FDW52,OUT018,3272.202037
FDT15,OUT045,3057.486414
FDD02,OUT018,303.6222396
FDM16,OUT035,1168.204703
NCE55,OUT046,2770.526936
FDB57,OUT018,3346.832706
FDQ04,OUT013,1517.267878
FDQ47,OUT019,903.381883
FDY14,OUT019,3743.793334
DRK37,OUT017,3497.100332
FDO25,OUT017,3229.440572
FDL57,OUT046,4829.006631
NCK29,OUT018,1900.836547
FDK46,OUT027,4335.776306
NCB43,OUT010,2836.469979
DRE01,OUT027,4393.871303
FDC46,OUT018,3193.78998
FDQ23,OUT045,2009.666914
FDX38,OUT049,794.5289033
FDG60,OUT018,3546.147222
FDW55,OUT017,4265.899974
FDP39,OUT013,896.8202085
FDB20,OUT018,240.6348377
FDV21,OUT017,379.0401084
FDZ02,OUT013,1352.186624
FDP19,OUT027,1723.445161
FDA38,OUT035,3770.775381
FDH22,OUT045,2107.381566
DRM11,OUT045,3940.845162
FDO12,OUT027,3848.988104
FDT14,OUT049,2217.759606
FDW34,OUT010,524.7235171
FDG04,OUT027,3491.437052
FDW59,OUT018,1300.557847
FDR33,OUT018,2954.16985
FDP32,OUT013,1998.314493
FDL13,OUT027,5384.228928
FDD22,OUT013,1809.807222
FDV40,OUT027,1124.118578
NCD55,OUT046,615.7901869
FDQ20,OUT010,144.8077151
FDD28,OUT045,180.7930054
FDC39,OUT045,3414.525885
NCR17,OUT049,2108.482282
DRO35,OUT018,1519.561101
FDF40,OUT049,3555.394838
FDR31,OUT018,321.9198473
NCQ41,OUT017,680.7163744
FDP38,OUT046,767.2953943
NCU54,OUT027,4979.21874
FDG22,OUT018,676.9962027
DRK59,OUT013,3734.02273
FDC37,OUT046,2528.409448
NCO42,OUT013,2741.811149
NCT42,OUT017,2447.981794
FDX27,OUT035,1454.969303
FDV40,OUT018,1124.118578
FDT45,OUT027,906.6182515
FDS47,OUT019,1302.407725
FDR45,OUT035,4051.74742
FDB03,OUT045,622.144496
FDO49,OUT035,755.3028183
FDU60,OUT027,2693.357938
FDB26,OUT018,748.4681988
FDB46,OUT017,3615.397125
FDQ37,OUT019,3506.410952
FDN03,OUT017,4321.908883
NCX30,OUT045,3866.213573
FDK32,OUT019,2567.54928
DRM47,OUT013,2961.151126
NCO02,OUT046,984.6610594
FDP04,OUT013,950.3310941
NCO43,OUT049,309.9762843
FDD59,OUT013,1435.657222
FDQ10,OUT017,2716.683006
FDW45,OUT035,339.4472402
NCK30,OUT049,5188.973127
FDU31,OUT018,5103.222044
NCQ17,OUT019,2389.815933
FDN01,OUT017,2368.405971
FDZ19,OUT049,2225.691037
DRG37,OUT017,2362.397699
FDE32,OUT045,628.7741194
FDO34,OUT049,2551.254466
FDM04,OUT019,182.4489511
FDZ25,OUT049,3115.500076
FDU08,OUT049,1502.729715
NCW30,OUT045,4000.639833
NCM18,OUT013,901.3726966
FDS22,OUT035,699.3202203
NCH18,OUT017,3405.380296
FDC23,OUT013,3779.405509
FDY46,OUT013,2615.510438
NCU06,OUT046,3730.99412
FDX57,OUT045,1860.740515
FDX36,OUT027,4911.340063
FDL16,OUT045,1596.74961
FDT16,OUT010,630.5751316
FDN16,OUT018,2617.366147
FDC03,OUT046,5174.974619
DRF60,OUT013,5106.611202
FDS27,OUT027,4904.485819
FDP33,OUT010,594.2423071
FDJ36,OUT018,1694.397226
NCR42,OUT013,141.346928
FDV14,OUT017,1241.411608
NCP42,OUT035,3031.56772
FDB50,OUT027,316.739319
NCC30,OUT027,3001.396601
FDA23,OUT018,1564.256669
FDW16,OUT017,1297.924607
FDQ52,OUT010,4727.482649
FDB58,OUT049,2261.660304
NCP29,OUT049,1052.133171
NCM05,OUT045,4146.517881
FDO25,OUT013,3229.440572
NCM54,OUT046,1785.990445
NCL54,OUT046,3163.153588
FDL39,OUT010,2633.159849
FDF53,OUT018,2689.064419
NCQ42,OUT035,273.112778
FDF58,OUT013,1107.911863
FDZ04,OUT035,1133.948831
FDE26,OUT019,2148.040831
FDS60,OUT017,4344.795648
FDV58,OUT017,2739.847572
FDM04,OUT045,182.4489511
FDE08,OUT035,2355.219265
NCB43,OUT049,2836.469979
FDU11,OUT010,1990.32134
FDF22,OUT019,4923.879356
FDE24,OUT013,343.2869453
DRJ49,OUT046,2761.258641
NCQ53,OUT035,4904.151184
NCL41,OUT013,1547.056864
FDR22,OUT013,1945.971501
FDH04,OUT035,1405.239616
DRH15,OUT045,795.234458
FDY40,OUT049,890.6550494
NCI17,OUT035,1862.639025
NCC18,OUT013,540.8270777
FDY28,OUT027,3761.258801
FDB45,OUT027,1731.032521
NCL30,OUT018,1996.660645
FDM10,OUT017,3000.35613
FDH22,OUT027,2107.381566
NCZ53,OUT017,3118.868508
NCI18,OUT013,3524.146256
FDH14,OUT027,3022.788862
FDR36,OUT027,820.0075873
FDW01,OUT045,2017.75155
FDK02,OUT027,2847.508831
FDJ02,OUT018,1990.871399
FDU55,OUT013,5455.341548
NCV18,OUT027,1536.00019
FDH14,OUT018,3022.788862
FDZ37,OUT045,1587.830316
FDX49,OUT049,3807.188865
NCD43,OUT046,2475.93491
FDZ07,OUT013,1017.305161
FDK43,OUT035,2182.704099
FDR32,OUT018,3074.637639
FDT39,OUT013,2207.468519
NCV54,OUT017,270.0464253
FDF38,OUT018,638.3424566
FDV60,OUT046,3094.255193
FDH44,OUT027,2039.22087
FDS21,OUT046,946.2579012
NCL41,OUT045,1547.056864
FDM46,OUT017,300.7399195
FDU27,OUT045,929.5337894
NCJ54,OUT017,3943.335598
DRG51,OUT018,2389.848828
NCA29,OUT019,4415.471443
FDR47,OUT045,2742.829637
NCL19,OUT027,318.1773169
DRG01,OUT049,1397.78473
FDG10,OUT046,1054.530796
NCV05,OUT049,2493.298887
NCH18,OUT019,3405.380296
FDV14,OUT018,1241.411608
DRJ23,OUT035,3025.592445
DRJ11,OUT046,3289.182702
FDZ03,OUT017,3635.495796
FDI27,OUT010,779.8321957
FDJ14,OUT018,1325.643274
FDU32,OUT017,1914.655937
FDD47,OUT027,406.9805692
DRF36,OUT035,3109.168241
FDM21,OUT046,3341.525085
FDV10,OUT018,829.587803
FDH60,OUT018,2773.535382
FDX47,OUT010,2110.937431
FDT19,OUT019,2922.944013
FDO11,OUT045,4446.061639
FDH24,OUT027,2394.62331
FDL02,OUT018,2222.477203
FDB02,OUT049,3000.531683
FDA43,OUT046,3178.013553
FDG52,OUT045,816.5377869
DRC12,OUT013,3125.173677
FDY37,OUT018,2162.39342
NCU18,OUT045,2474.840607
FDU09,OUT035,868.7426202
DRJ25,OUT027,1648.622985
DRE12,OUT018,1531.054632
DRL47,OUT017,1974.423574
DRK01,OUT046,1518.069925
FDC22,OUT019,3340.690305
FDG44,OUT013,900.1021005
FDW04,OUT035,1847.393542
FDK09,OUT049,4083.749017
NCN43,OUT035,1662.658869
FDG04,OUT049,3491.437052
FDH32,OUT010,254.6208152
DRI47,OUT017,429.0415964
DRE15,OUT013,1231.760468
FDY11,OUT035,1203.267839
FDO60,OUT049,783.1711434
FDQ20,OUT018,144.8077151
FDO57,OUT027,3925.182423
FDT14,OUT019,2217.759606
FDA57,OUT049,703.1822306
DRN35,OUT017,1475.483583
FDJ03,OUT046,1742.162391
FDX28,OUT017,1378.906192
DRE25,OUT045,230.2852878
FDR09,OUT046,550.9764652
FDB23,OUT035,3629.75198
FDO08,OUT045,4240.218081
FDQ23,OUT049,2009.666914
FDW04,OUT013,1847.393542
DRK13,OUT010,449.7624848
NCL17,OUT027,416.2039628
FDY21,OUT035,3398.144355
FDJ38,OUT027,3080.347178
FDA37,OUT019,1783.735039
FDV43,OUT013,173.6200956
FDL36,OUT046,1591.744677
FDD53,OUT045,709.4246972
FDZ19,OUT010,2225.691037
FDV21,OUT045,379.0401084
NCL54,OUT018,3163.153588
DRI47,OUT027,429.0415964
DRG03,OUT049,2387.105326
FDG21,OUT013,3165.983409
FDW03,OUT018,293.4073968
NCI55,OUT046,1777.059113
DRC36,OUT019,2983.699824
FDH22,OUT017,2107.381566
FDV20,OUT045,2113.539349
NCU41,OUT027,4542.288397
FDN46,OUT027,1702.743343
FDK50,OUT045,540.2118626
NCA05,OUT027,1660.594112
DRH01,OUT018,2925.697602
FDT08,OUT018,347.9537082
FDM08,OUT018,5173.489722
FDZ07,OUT035,1017.305161
FDS22,OUT017,699.3202203
FDV35,OUT027,415.3807743
FDI28,OUT010,187.3172511
FDW58,OUT027,1765.267183
FDT52,OUT045,5524.562478
FDY34,OUT046,2936.327651
FDR10,OUT046,4258.818013
FDK57,OUT017,1798.217913
FDR02,OUT027,290.5949795
FDX49,OUT046,3807.188865
FDQ20,OUT046,144.8077151
DRK23,OUT045,4557.185024
NCW06,OUT046,3223.418527
FDR31,OUT017,321.9198473
NCE43,OUT013,3498.695043
DRO59,OUT027,1396.92547
FDN09,OUT049,3378.279229
FDR11,OUT046,2634.306511
FDO57,OUT013,3925.182423
NCX18,OUT017,3310.233223
FDB05,OUT018,4728.365903
FDQ08,OUT018,1018.588262
NCG43,OUT035,1738.218873
FDJ56,OUT013,1923.775967
FDA13,OUT010,151.8702479
FDO56,OUT017,1993.666735
FDB37,OUT018,3149.953004
FDZ02,OUT018,1352.186624
FDQ24,OUT046,3673.606915
FDM16,OUT013,1168.204703
FDU35,OUT049,1627.805476
FDT35,OUT035,2671.619506
NCX30,OUT049,3866.213573
FDG04,OUT017,3491.437052
FDI12,OUT035,1343.770901
FDE35,OUT035,841.7088765
NCP14,OUT027,241.8233509
NCY53,OUT045,1786.085883
FDP49,OUT017,761.3709166
FDQ04,OUT017,1517.267878
FDM39,OUT035,2161.885039
FDO58,OUT019,2681.647826
FDC56,OUT017,1930.104947
NCQ54,OUT046,3279.129586
FDV10,OUT027,829.587803
NCK17,OUT046,141.5739173
NCF55,OUT027,716.2180996
FDV33,OUT013,4026.074549
NCH29,OUT019,2045.084312
FDA37,OUT027,1783.735039
FDH46,OUT018,1671.291791
FDS25,OUT035,2185.37055
FDH04,OUT027,1405.239616
FDX52,OUT046,3318.927509
NCD42,OUT017,762.1231484
FDW47,OUT017,1852.791534
FDL25,OUT027,1420.960781
NCJ06,OUT010,2191.791131
FDY09,OUT013,3528.238271
FDS40,OUT046,661.9152353
FDH41,OUT017,3445.102846
FDG38,OUT035,1469.754921
FDU03,OUT027,3268.520836
FDV20,OUT046,2113.539349
DRB13,OUT045,2802.782937
NCQ30,OUT013,2817.203494
NCH06,OUT013,3929.076466
FDU50,OUT018,1624.808974
NCO42,OUT019,2741.811149
FDW09,OUT018,1323.159685
FDH04,OUT013,1405.239616
FDC21,OUT045,1733.52055
FDL21,OUT049,692.9698811
FDM46,OUT010,300.7399195
FDT22,OUT019,1016.928951
FDB28,OUT035,3491.101516
FDI12,OUT018,1343.770901
FDA28,OUT045,283.2567027
FDF59,OUT013,1895.018185
FDM45,OUT027,2885.953205
FDQ56,OUT017,1522.856689
FDR46,OUT049,2392.209276
FDT01,OUT013,602.5703412
FDD16,OUT027,2060.421849
NCU30,OUT010,2860.842866
FDM40,OUT010,2298.20588
FDI56,OUT035,1496.98768
NCS30,OUT013,2971.858379
FDU08,OUT017,1502.729715
FDX51,OUT027,2785.655896
FDA43,OUT045,3178.013553
FDX59,OUT010,538.5790555
FDC37,OUT018,2528.409448
FDP58,OUT013,3562.125223
NCY42,OUT035,2943.096614
FDF21,OUT018,2672.373822
FDU10,OUT027,1458.958283
DRL47,OUT018,1974.423574
FDA58,OUT018,3475.015802
FDJ22,OUT049,2671.602246
FDK50,OUT046,540.2118626
FDO38,OUT035,188.0282139
DRF60,OUT035,5106.611202
NCZ42,OUT019,3253.810455
FDD35,OUT049,2055.733525
FDL25,OUT045,1420.960781
FDJ16,OUT013,1887.690546
DRK59,OUT049,3734.02273
FDI50,OUT046,677.7540532
NCB19,OUT045,1701.443382
DRI37,OUT035,924.7037122
FDA14,OUT027,2163.817273
FDC08,OUT018,3940.057098
FDS45,OUT046,1886.255249
FDI21,OUT049,1286.319575
DRJ47,OUT035,2965.654568
DRE37,OUT027,4609.797722
FDT55,OUT018,2538.582984
NCG42,OUT027,2179.746014
FDA31,OUT049,3040.586524
NCW42,OUT046,3579.565408
FDF50,OUT017,2937.310192
FDK56,OUT049,3157.754406
FDX10,OUT035,675.6982451
NCK07,OUT027,4098.368539
FDZ49,OUT017,3354.243384
FDR33,OUT013,2954.16985
FDO44,OUT018,1854.606691
FDA20,OUT046,2822.841785
NCL30,OUT045,1996.660645
FDI05,OUT019,1144.0474
FDQ12,OUT018,495.5626877
FDH47,OUT017,1783.984935
FDH34,OUT018,2780.236326
FDF29,OUT046,1986.373975
FDG40,OUT018,650.8812972
NCE18,OUT017,5588.735366
FDP21,OUT010,3555.193749
FDY50,OUT013,1367.900454
FDB36,OUT049,2270.651373
NCZ29,OUT049,3166.531953
FDU20,OUT018,1577.477505
FDO56,OUT013,1993.666735
FDW31,OUT049,2906.579902
DRH59,OUT013,1049.156947
NCB30,OUT017,3260.425392
FDK43,OUT027,2182.704099
FDW43,OUT045,5572.756874
NCL19,OUT017,318.1773169
FDJ27,OUT046,1668.598834
FDC45,OUT046,2766.421011
FDY40,OUT035,890.6550494
NCM41,OUT035,2709.527201
NCK18,OUT019,2992.822421
FDP37,OUT049,2008.343908
FDA27,OUT027,3294.937525
NCX30,OUT035,3866.213573
FDR09,OUT017,550.9764652
FDG08,OUT027,4409.340874
NCU30,OUT013,2860.842866
FDB16,OUT017,1240.971958
FDM16,OUT017,1168.204703
FDC48,OUT013,2075.894848
NCF18,OUT046,3141.241431
FDU46,OUT018,1565.034841
FDH41,OUT018,3445.102846
NCN42,OUT010,2723.696227
FDU49,OUT046,1588.263927
FDB20,OUT027,240.6348377
FDG50,OUT019,2545.550716
FDW20,OUT045,1783.949446
